"Accountant Fort Wayne",0,"Krouse Kern & Co, CPA Firm","(260) 496-8297","=HYPERLINK(""http://krousekern.com/KKC/"", ""http://krousekern.com/KKC/"")","United States",1,"Fort Wayne","Bank/financial services","[{""id"":""139976092733827"",""name"":""Accountant""},{""id"":""211381282212118"",""name"":""Financial Planning""}]",26,2,158580547509526,http://www.facebook.com/158580547509526,"=HYPERLINK(""http://www.facebook.com/158580547509526/?sk=info"", ""158580547509526"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=158580547509526"", ""Create"")",-1,
"Accountant Fort Wayne",1,"Netbooks Accounting Services","(260) 385-3246","=HYPERLINK(""http://www.netbooksaccounting.com"", ""http://www.netbooksaccounting.com"")","United States",1,"Fort Wayne","Professional services","[{""id"":""139976092733827"",""name"":""Accountant""},{""id"":""133381803394214"",""name"":""Tax Preparation""}]",94,3,1387675611465331,http://www.facebook.com/1387675611465331,"=HYPERLINK(""http://www.facebook.com/1387675611465331/?sk=info"", ""1387675611465331"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=1387675611465331"", ""Create"")",-1,
"Accountant Fort Wayne",2,"Compass CPA Group - Fort Wayne CPA Firm","(260) 749-2200","=HYPERLINK(""http://www.compassCPAgroup.com"", ""http://www.compassCPAgroup.com"")","United States",1,"New Haven","Professional services","[{""id"":""139976092733827"",""name"":""Accountant""}]",109,5,157502887635985,http://www.facebook.com/157502887635985,"=HYPERLINK(""http://www.facebook.com/157502887635985/?sk=info"", ""157502887635985"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=157502887635985"", ""Create"")",-1,
"Accountant Fort Wayne",3,"Tax Matters Solutions, LLC","(877) 489-8999","=HYPERLINK(""www.taxmatterssolutions.com"", ""www.taxmatterssolutions.com"")","United States",1,"Fort Wayne","Bank/financial services","[{""id"":""139976092733827"",""name"":""Accountant""}]",675,,159230028677,http://www.facebook.com/159230028677,"=HYPERLINK(""http://www.facebook.com/159230028677/?sk=info"", ""159230028677"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=159230028677"", ""Create"")",-1,
"Accountant Fort Wayne",4,"LTS CPA Group, LLC","(260) 387-7700","=HYPERLINK(""http://www.ltscpagroup.com/"", ""http://www.ltscpagroup.com/"")","United States",1,"Fort Wayne","Local business","[{""id"":""139976092733827"",""name"":""Accountant""}]",24,,175217029175112,http://www.facebook.com/175217029175112,"=HYPERLINK(""http://www.facebook.com/175217029175112/?sk=info"", ""175217029175112"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=175217029175112"", ""Create"")",-1,
"Accountant Fort Wayne",5,"LCPA Group LTD","(260) 493-4493","=HYPERLINK(""http://lcpagroup.com"", ""http://lcpagroup.com"")","United States",1,"Fort Wayne","Professional services","[{""id"":""179672275401610"",""name"":""Business Consultant""},{""id"":""133381803394214"",""name"":""Tax Preparation""},{""id"":""139976092733827"",""name"":""Accountant""}]",17,,270264196503122,http://www.facebook.com/270264196503122,"=HYPERLINK(""http://www.facebook.com/270264196503122/?sk=info"", ""270264196503122"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=270264196503122"", ""Create"")",-1,
"Accountant Fort Wayne",6,"Interlogic Outsourcing","(260) 471-4746","=HYPERLINK("""", """")","United States",1,"Fort Wayne","Local business","[{""id"":""139976092733827"",""name"":""Accountant""},{""id"":""124814294258910"",""name"":""Employment Agency""}]",1,,148715591838052,http://www.facebook.com/148715591838052,"=HYPERLINK(""http://www.facebook.com/148715591838052/?sk=info"", ""148715591838052"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=148715591838052"", ""Create"")",1,
"Accountant Fort Wayne",7,"Hunter Gary S CPA","(260) 489-9843","=HYPERLINK("""", """")","United States",1,"Fort Wayne","Local business","[{""id"":""139976092733827"",""name"":""Accountant""}]",1,,155181084522480,http://www.facebook.com/155181084522480,"=HYPERLINK(""http://www.facebook.com/155181084522480/?sk=info"", ""155181084522480"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=155181084522480"", ""Create"")",1,
"Accountant Fort Wayne",8,"Walburn Financial Management","(260) 459-2240","=HYPERLINK("""", """")","United States",1,"Fort Wayne","Local business","[{""id"":""139976092733827"",""name"":""Accountant""}]",1,,160248103995749,http://www.facebook.com/160248103995749,"=HYPERLINK(""http://www.facebook.com/160248103995749/?sk=info"", ""160248103995749"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=160248103995749"", ""Create"")",1,
"Accountant Fort Wayne",9,"McArdle Daniel R CPA","(260) 627-3271","=HYPERLINK("""", """")","United States",1,"Fort Wayne","Local business","[{""id"":""139976092733827"",""name"":""Accountant""}]",,,116028088457120,http://www.facebook.com/116028088457120,"=HYPERLINK(""http://www.facebook.com/116028088457120/?sk=info"", ""116028088457120"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=116028088457120"", ""Create"")",1,
